,Code,Description
2192,E70.9,"Διαταραχή του μεταβολισμού των αρωματικών αμινοξέων, μη καθορισμένη"
2193,E71,Διαταραχές του μεταβολισμού των αμινοξέων διακλαδούμενης αλύσου και των λιπαρών οξέων 
2194,E71.0,Νόσος της οσμής των ούρων δίκην σιροπίου σφενδάμου Maple-syrup-urine disease
2195,E71.1,Άλλες διαταραχές -του μεταβολισμού- των αμινοξέων  διακλαδoύμενης αλύσου
2196,E71.2,"Διαταραχή του μεταβολισμού των αμινοξέων διακλαδούμενης αλύσου, μη καθορισμένη"
2197,E71.3,Διαταραχές του μεταβολισμού των λιπαρών οξέων
2198,E72,Άλλες διαταραχές του μεταβολισμού των αμινοξέων
2199,E72.0,Διαταραχές της μεταφοράς των αμινοξέων
2200,E72.1,Διαταραχές του μεταβολισμού των θειαμινοξέων 
2201,E72.2,Διαταραχές του μεταβολισμού του κύκλου της ουρίας
2202,E72.3,Διαταραχές του μεταβολισμού της λυσίνης και υδροξυλυσίνης
2203,E72.4,Διαταραχές του μεταβολισμού της ορνιθίνης
2204,E72.5,Διαταραχές του μεταβολισμού της γλυκίνης
2205,E72.8,Άλλες καθορισμένες διαταραχές του μεταβολισμού των αμινοξέων
2206,E72.9,"Διαταραχή του μεταβολισμού των αμινοξέων, μη καθορισμένη"
2207,E73,Δυσανεξία στη λακτόζη
2208,E73.0,Συγγενής ανεπάρκεια λακτάσης
2209,E73.1,Δευτεροπαθής ανεπάρκεια λακτάσης
2210,E73.8,Άλλη δυσανεξία στη λακτόζη
2211,E73.9,"Δυσανεξία στη λακτόζη, μη καθορισμένη"
2212,E74,Άλλες διαταραχές του μεταβολισμού των υδατανθράκων
2213,E74.0,Νόσος της αποθήκευσης γλυκογόνου
2214,E74.1,Διαταραχές του μεταβολισμού της φρουκτόζης
2215,E74.2,Διαταραχές του μεταβολισμού της γαλακτόζης
2216,E74.3,Άλλες διαταραχές της εντερικής απορρόφησης των υδατανθράκων
2217,E74.4,Διαταραχές του μεταβολισμού του πυροσταφυλικού οξέος και της γλυκονεογένεσης
2218,E74.8,Άλλες καθορισμένες διαταραχές του μεταβολισμού των υδατανθράκων
2219,E74.9,"Διαταραχή του μεταβολισμού των υδατανθράκων, μη καθορισμένη "
2220,E75,Διαταραχές μεταβολισμού των σφιγγολιπιδίων και άλλες διαταραχές αποθήκευσης των λιπιδίων
2221,E75.0,"GM2, γαγγλιοσίδωση "
2222,E75.1,Άλλες μορφές γαγγλιοσίδωσης
2223,E75.2,Άλλες μορφές σφιγγολιπίδωσης
2224,E75.3,"Σφιγγολιπίδωση, μη καθορισμένη"
2225,E75.4,Νευρωνική κηροειδής λιποφουσκίνωση
2226,E75.5,Άλλες διαταραχές αποθήκευσης λιπιδίων
2227,E75.6,"Διαταραχή αποθήκευσης λιπιδίων, μη καθορισμένη "
2228,E76,Διαταραχές του μεταβολισμού της γλυκοζαμινογλυκάνης
2229,E76.0,"Βλεννοπολυσακχαρίδωση, τύπος Ι"
2230,E76.1,"Βλεννοπολυσακχαρίδωση, τύπος ΙΙ"
2231,E76.2,Άλλες βλεννοπολυσακχαριδώσεις
2232,E76.3,"Βλεννοπολυσακχαρίδωση, μη καθορισμένη "
2233,E76.8,Άλλες διαταραχές του μεταβολισμού της γλυκοζαμινογλυκάνης
2234,E76.9,"Διαταραχή του μεταβολισμού της γλυκοζαμινογλυκάνης, μη καθορισμένη"
2235,E77,Διαταραχές μεταβολισμού γλυκοπρωτεϊνών
2236,E77.0,Διαταραχές της μετά-μεταφραστικής τροποποίησης των λυσοσωματικών ενζύμων 
2237,E77.1,Διαταραχές της αποδόμησης των γλυκοπρωτεϊνών
2238,E77.8,Άλλες διαταραχές του μεταβολισμού των γλυκοπρωτεϊνών
2239,E77.9,"Διαταραχη του μεταβολισμού των γλυκοπρωτεϊνών, μη καθορισμένη"
2240,E78,Διαταραχές του μεταβολισμού των λιποπρωτεινών και άλλες λιπιδαιμίες 
2241,E78.0,Αμιγής υπερχοληστερολαιμία
2242,E78.1,Αμιγής υπεργλυκεριδαιμία
2243,E78.2,Μικτή υπερλιπιδαιμία 
2244,E78.3,Υπερχυλομικραιμία
2245,E78.4,Άλλες μορφές υπερλιπιδαιμίας
2246,E78.5,"Υπερλιπιδαιμία, μη καθορισμένη. "
2247,E78.6,Ανεπάρκεια λιποπρωτεΐνης
2248,E78.8,Άλλες διαταραχές του μεταβολισμού των λιποπρωτεϊνών
2249,E78.9,"Διαταραχή του μεταβολισμού των λιποπρωτεϊνών, μη καθορισμένη"
2250,E79,Διαταραχές του μεταβολισμού των πουρινών και πυραμιδινών
2251,E79.0,Υπερουριχαιμία χωρίς σημεία φλεγμονώδους αρθρίτιδας ή παρουσίας τόφων
2252,E79.1,Σύνδρομο Lesch-Nyhan
2253,E79.8,Άλλες διαταραχές του μεταβολισμού των πουρινών και πυριμιδινών 
2254,E79.9,"Διαταραχή του μεταβολισμού των πουρινών και πυραμιδινών, μη καθορισμένη"
2255,E80,Διαταραχές του μεταβολισμού της πορφυρίνης και χολερυθρίνης
2256,E80.0,Κληρονομική ερυθροποιητική πορφυρία
2257,E80.1,Όψιμη δερματική πορφυρία
2258,E80.2,Άλλες περιπτώσεις πορφυρίας 
2259,E80.3,Βλάβες καταλάσης και υπεροξειδάσης
2260,E80.4,Σύνδρομο Gilbert
2261,E80.5,Σύνδρομο Crigler-Najjar
2262,E80.6,Άλλες διαταραχές του μεταβολισμού της χολερυθρίνης
2263,E80.7,"Διαταραχή του μεταβολισμού της χολερυθρίνης, μη καθορισμένη"
2264,E83,Διαταραχές του μεταβολισμού των μετάλλων 
2265,E83.0,Διαταραχές του μεταβολισμού του χαλκού
2266,E83.1,Διαταραχές του μεταβολισμού του σιδήρου
2267,E83.2,Διαταραχές του μεταβολισμού του ψευδαργύρου
2268,E83.3,Διαταραχές του μεταβολισμού του φωσφόρου
2269,E83.4,Διαταραχές του μεταβολισμού του μαγνησίου
2270,E83.5,Διαταραχές του μεταβολισμού του ασβεστίου
2271,E83.8,Άλλες διαταραχές του μεταβολισμού των μετάλλων 
2272,E83.9,"Διαταραχή του μεταβολισμού των μετάλλων, μη καθορισμένη "
2273,E84,Κυστική ίνωση
2274,E84.0,Κυστική ίνωση με πνευμονικές εκδηλώσεις
2275,E84.1,Κυστική ίνωση με εντερικές εκδηλώσεις
2276,E84.8,Κυστική ίνωση με άλλες εκδηλώσεις
2277,E84.9,"Κυστική ίνωση, μη καθορισμένη "
2278,E85,Αμυλοείδωση
2279,E85.0,Μη-νευροπαθητική κληρονομική οικογενής αμυλοείδωση
2280,E85.1,Νευροπαθητική κληρονομική οικογενής αμυλοείδωση
2281,E85.2,"Κληρονομική οικογενής αμυλοείδωση, μη καθορισμένη"
2282,E85.3,Δευτεροπαθής συστηματική αμυλοείδωση
2283,E85.4,Αμυλοείδωση που περιορίζεται σε ένα όργανο
2284,E85.8,Άλλες μορφές αμυλοείδωσης
2285,E85.9,"Αμυλοείδωση, μη καθορισμένη"
2286,E86,Ελάττωση του όγκου
2287,E87,"Άλλες διαταραχές των υγρών, των ηλεκτρολυτών και της οξεοβασικής ισορροπίας"
2288,E87.0,Υπερωσμωτικότητα και υπερνατριαιμία
2289,E87.1,Υποωσμωτικότητα και υπονατριαιμία
2290,E87.2,Οξέωση
2291,E87.3,Αλκάλωση
2292,E87.4,Μικτή διαταραχή της οξεοβασικής ισορροπίας
2293,E87.5,Υπερκαλιαιμία
2294,E87.6,Υποκαλιαιμία
2295,E87.7,Υπερφόρτωση με υγρά
2296,E87.8,"Άλλες διαταραχές των ηλεκτρολυτών και των υγρών, που δεν ταξινομούνται αλλού"
2297,E88,Άλλες μεταβολικές διαταραχές
2298,E88.0,"Διαταραχές του μεταβολισμού των πρωτεϊνών του πλάσματος, που δεν  ταξινομούνται αλλού"
2299,E88.1,"Λιποδυστροφία, που δεν ταξινομείται αλλού"
2300,E88.2,"Λιπωμάτωση, που δεν ταξινομείται αλλού "
2301,E88.8,Άλλες καθορισμένες μεταβολικές διαταραχές
2302,E88.9,"Μεταβολική διαταραχή, μη καθορισμένη"
2303,E89,"Ενδοκρινικές και μεταβολικές διαταραχές μετά από ιατρικές επεμβάσεις, που δεν ταξινομούνται αλλού"
2304,E89.0,"Υποθυρεοειδισμός, μετά από ιατρική επέμβαση"
2305,E89.1,Υποϊνσουλιναιμία μετά από ιατρική επέμβαση
2306,E89.2,Υποπαραθυρεοειδισμός μετά από ιατρική επέμβαση
2307,E89.3,Υποϋποφυσισμός μετά από ιατρική επέμβαση
2308,E89.4,Ανεπάρκεια ωοθηκών μετά από ιατρική επέμβαση
2309,E89.5,Υπολειτουργία των όρχεων μετά από ιατρική επέμβαση
2310,E89.6,Υπολειτουργία του φλοιού και του μυελού των επινεφριδίων μετά από ιατρική επέμβαση
2311,E89.8,Άλλες ενδοκρινικές και μεταβολικές διαταραχές μετά από ιατρική επέμβαση
2312,E89.9,"Ενδοκρινική και μεταβολική διαταραχή μετά από ιατρική επέμβαση, μη καθορισμένη"
2313,E90,Διατροφικές και μεταβολικές διαταραχές σε νοσήματα που ταξινομούνται αλλού
2314,F00,Άνοια στη νόσο Alzheimer .- 
2315,F00.0,Άνοια στη νόσο Alzheimer με πρώιμη έναρξη  
2316,F00.1,Άνοια στη νόσο Alzheimer με όψιμη έναρξη  
2317,F00.2,"Άνοια στη νόσο Alzheimer, άτυπου ή μικτού τύπου  "
2318,F00.9,"Άνοια στη νόσο Alzheimer, μη καθορισμένη  "
2319,F01,Αγγειακή άνοια
2320,F01.0,Αγγειακή άνοια με οξεία έναρξη
